name,categories,address,lat,lng,price,likes,photos,tips,rating,ratingSignals
Paeonia chocolate,Dessert Shop,المملكة العربية السعودية,24.674383,46.694888,Cheap,1.0,0,0,,
أسماك المراكبي,Fish & Chips Shop,"أول ش العليا العام خلف وزارة الداخليه, الرياض, المملكة العربية السعودية",24.675284064223533,46.694623244996656,Cheap,1.0,4,1,,
توتي بيروتي اللي فاتح 24/7,Halal Restaurant,"الرياض 12611, المملكة العربية السعودية",24.67536,46.697433000000004,,0.0,0,0,,
شيخ البيتزا,Pizza Place,"شارع العليا (عبدالملك بن مروان), الرياض, المملكة العربية السعودية",24.675017999999998,46.694604999999996,Cheap,2.0,11,2,,
حالياً في هذا المكان,Coffee Shop,"الرياض, المملكة العربية السعودية",24.674571,46.695918,Cheap,1.0,8,0,,
Two and Three Coffee,Coffee Shop,المملكة العربية السعودية,24.67432566121111,46.69337965889318,Cheap,10.0,2,0,7.0,12.0
Zozzone,Falafel Restaurant,المملكة العربية السعودية,24.675345,46.697539,Cheap,1.0,1,1,,
Al Marakbi Fish,Seafood Restaurant,"Olaya (Khurais Road), الرياض, المملكة العربية السعودية",24.675235998017715,46.69425055791236,Expensive,1.0,2,0,,
Rawabi AL Eskan (روابي الإسكان),Shawarma Place,"Al Amir Monsour Bin Abdul Aziz Sh, الرياض, المملكة العربية السعودية",24.675914563698875,46.69935897821225,,74.0,20,24,8.2,102.0
قهوه المراجيل,Café,"قريب من اسكان الكويت (طريق العليا العام بالقرب من وزاره الداخليه), الرياض, المملكة العربية السعودية",24.675712813397368,46.69773222389036,Cheap,0.0,2,0,,
Mondo Restaurant,Restaurant,"InterContinental Hotel and Resort, الرياض, المملكة العربية السعودية",24.67396930196352,46.7004592262844,Moderate,4.0,1,2,,
شارع التخصصي,Café,"طريق التخصصي (شارع التخصصي), الرياض 12611, المملكة العربية السعودية",24.672742,46.700841,Cheap,1.0,8,0,,
Burger King (برجر كينج),Fast Food Restaurant,"حي السويدي الغربي (الدايري الغربي), الرياض, المملكة العربية السعودية",24.67579741387716,46.701299059713364,Cheap,1.0,3,0,,
Alam alQahwa World of Coffee,Café,المملكة العربية السعودية,24.676836860057307,46.69966186938361,Cheap,3.0,45,1,,
Glowbistro,Café,"الرياض 12612, المملكة العربية السعودية",24.669636999999998,46.705597,Cheap,0.0,0,0,,
بوفية أبو يمن,Breakfast Spot,المملكة العربية السعودية,24.66751218776709,46.701355678204315,Cheap,2.0,2,0,,
Sea,Seafood Restaurant,المملكة العربية السعودية,24.667650242063345,46.700690414980066,Expensive,2.0,6,0,,
بوفية شارع العليا بعد تفتيش الداخلية,Breakfast Spot,المملكة العربية السعودية,24.66858639147954,46.700284655936066,Cheap,0.0,1,0,,
Fool N Tamees,Restaurant,المملكة العربية السعودية,24.675893,46.699386,Moderate,1.0,3,1,,
بيت الفطيرة الدمشقية,Gluten-free Restaurant,المملكة العربية السعودية,24.675081,46.694544,Moderate,1.0,0,0,,
Doppio Alawal bank,Café,"الرياض 12612, المملكة العربية السعودية",24.669594,46.705472,Cheap,0.0,0,0,,
New Indian Kitchen,Indian Restaurant,المملكة العربية السعودية,24.668388930476432,46.701360396414785,Moderate,0.0,5,1,,
تكيه للجرابيع السعوديه,Arepa Restaurant,المملكة العربية السعودية,24.67389781406045,46.69779827409561,Cheap,0.0,0,0,,
ركن المذاق,Bakery,المملكة العربية السعودية,24.675411928109874,46.697491613165504,Cheap,8.0,3,1,6.6,11.0
X-Mix Caffè,Coffee Shop,المملكة العربية السعودية,24.67507967750144,46.69687829694244,Cheap,4.0,8,3,,
مطعم طليطلة الوطني,Indian Restaurant,"المربع, الرياض, المملكة العربية السعودية",24.67345817240789,46.70782513998226,Moderate,34.0,57,18,7.8,46.0
Hayat Restaurant,Asian Restaurant,"Alwazarat, الرياض, المملكة العربية السعودية",24.6727759476474,46.70634426486685,Moderate,77.0,37,27,7.0,137.0
Five Elephants Cafe,Café,"الرياض 12624, المملكة العربية السعودية",24.676794,46.704914,Cheap,11.0,15,3,5.9,22.0
Malaz Restaurant,Indian Restaurant,المملكة العربية السعودية,24.67278095409668,46.70860173660461,Moderate,12.0,15,6,6.6,22.0
Garden Tea Point Hyderabadi,Tea Room,المملكة العربية السعودية,24.67461930633909,46.70927765701419,Moderate,18.0,6,3,7.6,24.0
Ice & Spice,Fast Food Restaurant,"Beside Toledo Restaurant, الرياض, المملكة العربية السعودية",24.673245333015252,46.707338726310674,Cheap,5.0,4,0,,
Red Masala,Pakistani Restaurant,المملكة العربية السعودية,24.672534,46.706508,,1.0,0,0,,
Cooper,Breakfast Spot,المملكة العربية السعودية,24.6720270751856,46.71133096836557,Cheap,0.0,0,0,,
Mutiara Malaysian Restaurant,Malay Restaurant,"Dabab St, المملكة العربية السعودية",24.67576374896057,46.70380920765992,Moderate,0.0,1,1,,
Sahar Restaurant,Middle Eastern Restaurant,المملكة العربية السعودية,24.669292449951172,46.7093391418457,Moderate,2.0,0,0,,
مخابز وحلويات المهنا,Bakery,المملكة العربية السعودية,24.66765473745106,46.70684797620513,Cheap,8.0,0,0,5.6,15.0
مُستطاب-specialty coffee,Coffee Shop,"الرياض 12612, المملكة العربية السعودية",24.669726999999998,46.705778,Cheap,3.0,12,0,,
Krispy Kreme,"Donut Shop, Coffee Shop","Ncb Capital, الرياض 12624, المملكة العربية السعودية",24.676579999999998,46.704792,Cheap,0.0,0,0,7.3,0.0
Al Mahna Bakery,Bakery,"Opp. to Rusais Trading Center (Dabab Street), الرياض, المملكة العربية السعودية",24.66768156700205,46.70699897572532,Cheap,0.0,1,0,,
Verdure,Café,"Verdure (شارع وادي الاحمد), الرياض 12624, المملكة العربية السعودية",24.675657,46.708071999999994,Cheap,0.0,0,0,,
Hi Chef,Fast Food Restaurant,"Prince Manzoor Road (Off Dabbab Street), الرياض, المملكة العربية السعودية",24.67331,46.707389,Cheap,1.0,12,3,,
فصل العبيطات,Café,"الرياض 12624, المملكة العربية السعودية",24.676470000000002,46.705806,Cheap,0.0,0,0,,
وجبات سريعه,Middle Eastern Restaurant,المملكة العربية السعودية,24.67586354791348,46.706545978530855,Moderate,0.0,2,0,,
Mutiara Malaysian Restaurant,Malay Restaurant,"الرياض, المملكة العربية السعودية",24.67142783584001,46.70180391018477,Moderate,0.0,1,1,,
Kababish,Pakistani Restaurant,"Al Tufika Path, الرياض, المملكة العربية السعودية",24.67590544437543,46.706527103736676,,4.0,15,4,,
Urth,"Café, American Restaurant","الرياض 12612, المملكة العربية السعودية",24.669689,46.70579,Cheap,1.0,0,0,,
Peshawari Chapli Kabab,Afghan Restaurant,المملكة العربية السعودية,24.67588233947754,46.70653533935547,Moderate,0.0,3,0,,
Shawarma Place,Shawarma Place,المملكة العربية السعودية,24.670038,46.709071,,0.0,3,1,,
Mezbaan Restaurant (مطعم ميزبان درة),Indian Restaurant,"الرياض, المملكة العربية السعودية",24.6730547792141,46.708552250384294,Moderate,12.0,10,7,5.8,24.0
Lush Bakery,Bakery,"الرياض 12612, المملكة العربية السعودية",24.669626,46.705599,Cheap,0.0,0,0,,
Village Broasted,Fast Food Restaurant,"الرياض 12626, المملكة العربية السعودية",24.670479999999998,46.708988,Cheap,0.0,0,1,,
Makkah Hyderabad Restaurant,Indian Restaurant,المملكة العربية السعودية,24.67039264378262,46.70910357893915,Moderate,1.0,0,1,,
STC EBU Saudi Airlines Canteen,Cafeteria,المملكة العربية السعودية,24.67724160666997,46.703167503728295,,0.0,3,0,,
مطعم و مطابخ الكندي,Middle Eastern Restaurant,المملكة العربية السعودية,24.674384945335852,46.711220363467035,Moderate,29.0,15,7,7.4,39.0
المطعم اللي مدري وش وضعه بس حلو ~,Indian Restaurant,"Althbab street, Ryadh, المملكة العربية السعودية",24.6763,46.7088,Moderate,1.0,0,0,,
Lucky Cafe HARA,South Indian Restaurant,"الرياض, المملكة العربية السعودية",24.673772,46.711966,,0.0,0,0,,
فوال النخيل الوزارات,Middle Eastern Restaurant,المملكة العربية السعودية,24.67209053039551,46.71192169189453,Moderate,0.0,1,0,,
Mahboob Restaurant,Asian Restaurant,المملكة العربية السعودية,24.67260024247929,46.71200581141033,Moderate,11.0,2,5,6.1,18.0
Al-Sulaimi Fast Food,Fast Food Restaurant,المملكة العربية السعودية,24.67630403298771,46.71182648160225,Cheap,1.0,1,1,,
Mezban Restaurant,Indian Restaurant,المملكة العربية السعودية,24.675992481502572,46.70871662731715,Moderate,0.0,1,1,,
TSC Food Truck,Food Truck,"الرياض, المملكة العربية السعودية",24.676224935116487,46.70907526530445,Cheap,0.0,1,0,,
UP Restaurant,Indian Restaurant,"Hara, الرياض, المملكة العربية السعودية",24.67436474058277,46.71269482138256,Moderate,3.0,0,1,,
Noras Pakistani Restaurant,Restaurant,"Dabbab Street, المملكة العربية السعودية",24.67603228690623,46.71089680841635,Moderate,0.0,3,1,,
Tsc Signature,Food Truck,"REDF, الرياض 12627, المملكة العربية السعودية",24.672836119285694,46.716932913070096,Cheap,0.0,0,0,,
Al-Farhan Restaurant,Indian Restaurant,"Main Hara street, الرياض, المملكة العربية السعودية",24.672323000000002,46.711945,Moderate,4.0,3,0,,
نايا كافيه,Café,المملكة العربية السعودية,24.676377,46.720771,Cheap,0.0,1,0,,
فلافل كم,Falafel Restaurant,المملكة العربية السعودية,24.672237449442353,46.72794041144408,Cheap,2.0,1,2,,
Waw Caffee,Coffee Shop,"Salah Alden Alayoubi Road, المملكة العربية السعودية",24.67260929974995,46.72350785610085,Cheap,1.0,6,0,,
Dunkin',Donut Shop,"almalaz area (60 street), الرياض, المملكة العربية السعودية",24.671051443073,46.728251979599236,Cheap,11.0,13,5,6.8,17.0
واو كافيه,Café,المملكة العربية السعودية,24.67138872102693,46.72794985287487,Cheap,0.0,0,0,,
WAW cafee,Coffee Shop,"الملز شارع الستين, المملكة العربية السعودية",24.672439040720963,46.72768077279407,Cheap,4.0,6,3,5.5,8.0
McCafe,Café,"McDonald’s Al Sitee (Malaz Siteen Street), الرياض 12627, المملكة العربية السعودية",24.670348999999998,46.728056,Cheap,0.0,3,0,,
شقة أبو خطاب,Café,"الملز, الرياض 12627, المملكة العربية السعودية",24.668901,46.727681,Cheap,1.0,2,1,,
El Gardine Coffee,Café,"Officer Building, الرياض 12626, المملكة العربية السعودية",24.673138,46.71581,Cheap,2.0,7,1,,
Falafelcom (فلافلكم),Falafel Restaurant,"6830 Salah Ad Din Al Ayyubi Rd, Ad Dhubbat, Riyadh 12627, الرياض, المملكة العربية السعودية",24.67209401567079,46.72771761478028,Cheap,31.0,35,9,7.0,47.0
مطعم فهد المعيذر,Buffet,المملكة العربية السعودية,24.66714989866281,46.71851875002331,,0.0,0,0,,
doodh patti chai place,Café,المملكة العربية السعودية,24.672903,46.720948,Cheap,1.0,0,0,,
Brasserie,Restaurant,"Radisson Blu Hotel, الرياض, المملكة العربية السعودية",24.6710051514013,46.71923098048896,Moderate,4.0,26,2,5.3,11.0
Dajen,Fast Food Restaurant,"Shola Mall (King Abdul Aziz Rd.), الرياض 11566, المملكة العربية السعودية",24.67550743414532,46.718748807907104,Cheap,4.0,1,8,,
Ib Yemeni. Restaurant,Restaurant,"الرياض, المملكة العربية السعودية",24.66818844338888,46.72415926138773,Moderate,0.0,0,0,,
Dunkin' Donuts (دانكن دونتس),Donut Shop,"Salah Al Deen St., الرياض, المملكة العربية السعودية",24.67569894222517,46.72742712272932,Cheap,425.0,476,49,8.4,541.0
Chennai spice kitchen,Fast Food Restaurant,"Salah ad din ayyubi road (Rafi ibn al ali), الرياض 11333, المملكة العربية السعودية",24.67365161841449,46.73068794283913,Cheap,17.0,4,4,7.4,26.0
Krispy Kreme (كرسبي كريم),"Donut Shop, Coffee Shop","Al Katani (Salah Ad Din Al Ayyubi Road), الرياض, المملكة العربية السعودية",24.676315906625362,46.7271142275839,Cheap,47.0,98,11,7.3,69.0
Falafel Pie (فطيرة الفلافل),Falafel Restaurant,"Jarir St., الرياض 12836, المملكة العربية السعودية",24.67114461282041,46.73245489597321,Cheap,1.0,0,1,,
Patiserie Jareer,Bakery,"الرياض, المملكة العربية السعودية",24.67049890283207,46.72930471663084,Cheap,6.0,7,4,6.6,11.0
Cookiziano pastry shop,Dessert Shop,"Jarir St, الرياض, المملكة العربية السعودية",24.670787,46.732336,Cheap,0.0,0,0,,
Fillfilah Restaurant - Doha,Middle Eastern Restaurant,"Abu Ubaidah Bin Al Jarrah Street, Al-Khobar, المملكة العربية السعودية",24.6741860084514,46.732396964442216,Moderate,2.0,0,1,,
زيتون . Zaytoun,Restaurant,المملكة العربية السعودية,24.6703292941088,46.731320557304585,Moderate,1.0,1,1,,
بيتزا العمدة,Pizza Place,المملكة العربية السعودية,24.670606,46.730882,Cheap,0.0,0,0,,
المطاعم البحرية,Seafood Restaurant,"شارع جرير, الرياض, المملكة العربية السعودية",24.67255068575951,46.740521227731286,Expensive,29.0,10,6,7.6,38.0
.,Café,"الرياض 13321, المملكة العربية السعودية",24.677159,46.737276,Cheap,0.0,0,0,,
خبز بلدي,Bakery,المملكة العربية السعودية,24.67321779749021,46.7395877680124,Cheap,1.0,1,1,,
الشركه السعوديه للاسماك,Seafood Restaurant,المملكة العربية السعودية,24.6729,46.741606,Expensive,0.0,1,0,,
jan جان,Fast Food Restaurant,"شارع جرير, الرياض, المملكة العربية السعودية",24.671084972136416,46.73179738393111,Cheap,3.0,8,0,,
cokiziano (كوكيزيانو),Cupcake Shop,"شارع جرير (مقابل بروست الأفندي), المملكة العربية السعودية",24.67109152631877,46.73201455399671,Moderate,1.0,4,0,,
Baby Mango,Juice Bar,"Jareer Street, المملكة العربية السعودية",24.67061112294016,46.731381930774496,Cheap,1.0,5,0,,
حمّص أبو زكي Abo Zaki,Falafel Restaurant,المملكة العربية السعودية,24.66998397760417,46.73148107269231,Cheap,1.0,9,0,,
Tochka (طوشكا),Sandwich Place,"الرياض 12836, المملكة العربية السعودية",24.6709,46.732174,Cheap,2.0,2,0,,
طوشكا الملز,Sandwich Place,"Jarir Street, الرياض 12836, المملكة العربية السعودية",24.670825,46.73212,Cheap,0.0,1,0,,
Tazaj,Middle Eastern Restaurant,"Malaz (Jarir St.), الرياض, المملكة العربية السعودية",24.67285412955409,46.745168366503286,Moderate,2.0,0,0,,
Vista Cafê,Coffee Shop,المملكة العربية السعودية,24.671645542949392,46.7341779314577,Cheap,15.0,6,0,6.7,20.0
مطعم شام زمان,"Breakfast Spot, Middle Eastern Restaurant","Al-malaz (Jareer St.), Al-Riyadh, المملكة العربية السعودية",24.672276774101118,46.74020632914932,Cheap,1.0,10,2,,
أجواء حمص,Bakery,"الرياض 12836, المملكة العربية السعودية",24.669079999999997,46.732162,Cheap,0.0,1,0,,
Tom Tom (توم توم),"Burger Joint, Sandwich Place, Fast Food Restaurant","7476 Al Ihsa, الرياض 12831, المملكة العربية السعودية",24.674224746892484,46.73570817170386,Cheap,7.0,6,1,6.1,11.0
Shawaya House,"BBQ Joint, Middle Eastern Restaurant","Jarir Street (Ihsa and Salahu Deen Al Ayubi), الماز, المملكة العربية السعودية",24.671303735734345,46.73328835893931,Moderate,6.0,16,9,5.6,15.0
Rana Pizza,Pizza Place,المملكة العربية السعودية,24.672133,46.739197,Cheap,0.0,1,1,,
اطلال حماه للمشويات و المعجنات  Atlal Hama grill &  Pastry,Middle Eastern Restaurant,"الملز شارع جرير (عبدالله الهمذاني), الرياض, المملكة العربية السعودية",24.67046881973208,46.73142442014385,Moderate,13.0,11,12,6.8,20.0
Crispy Chicken,Fried Chicken Joint,"الرياض 12836, المملكة العربية السعودية",24.670849,46.73209,Cheap,0.0,0,0,,
مطعم النخيل العراقي,Restaurant,"الملز (شارع جرير بجانب مطاعم جاد), الرياض 12836, المملكة العربية السعودية",24.670814,46.732063000000004,Moderate,1.0,1,0,,
بوفية فلافل لذيذة || Delicious Falafel Cafeteria,Falafel Restaurant,"Fatimah Az Zahra St. (Ad Dughaithriyya Path), الرياض 11561, المملكة العربية السعودية",24.675676,46.746516,Cheap,2.0,0,0,,
Dixie Cream (ديكسي كريم),Donut Shop,"الرياض, المملكة العربية السعودية",24.677045964937605,46.74614207071237,Cheap,5.0,1,0,5.9,9.0
Bharath Restaurant,Indian Restaurant,المملكة العربية السعودية,24.674820876799274,46.74456952664253,Moderate,7.0,3,2,5.7,17.0
مطعم وديان الشامية,Arepa Restaurant,"Fatema Alzahraa St., الرياض, المملكة العربية السعودية",24.675885,46.746378,Cheap,3.0,0,1,,
جافا تايم,Coffee Shop,المملكة العربية السعودية,24.672889528016768,46.74539121018835,Cheap,4.0,5,1,,
مطعم الزلال الهندي,Indian Restaurant,"الملز (علي بن ابي طالب), الرياض, المملكة العربية السعودية",24.67686265806852,46.74373841214805,Moderate,2.0,4,0,,
مخبز الجابية,Bakery,المملكة العربية السعودية,24.6737,46.747423,Cheap,0.0,0,0,,
Gazi Restaurent,South Indian Restaurant,المملكة العربية السعودية,24.67727536564536,46.743856467345246,,9.0,0,1,6.9,13.0
Al-Zulal Pakistanian Resturant,Indian Restaurant,"Al Malaz, الرياض, المملكة العربية السعودية",24.67696422766009,46.743733689945934,Moderate,4.0,1,0,5.7,8.0
فطائر الأمور,Pastry Shop,"Al Malaz (Jarir), الرياض 12837, المملكة العربية السعودية",24.675442,46.746642,,3.0,8,0,,
فوال السعيد,Restaurant,"الرياض 12837, المملكة العربية السعودية",24.67566,46.744433,Moderate,0.0,1,0,,
مخبز تميس,Bakery,"الرياض 12832, المملكة العربية السعودية",24.675435999999998,46.744437,Cheap,1.0,0,0,,
Falafil Rawabi Alsham Restaurant,Middle Eastern Restaurant,"الرياض, المملكة العربية السعودية",24.67508425968429,46.74727074383414,Moderate,1.0,2,1,,
شاورما لذيييذة,Burger Joint,المملكة العربية السعودية,24.675457369638508,46.74631207842882,Cheap,0.0,0,0,,
بوفية لذيذة,Arepa Restaurant,"الملز (فاطمة الزهراء), الرياض, المملكة العربية السعودية",24.67559,46.746438,Cheap,5.0,0,2,,
فطائر,Bakery,المملكة العربية السعودية,24.677289962768555,46.74481582641602,Cheap,0.0,0,0,,
Food Island,Asian Restaurant,"الرياض, المملكة العربية السعودية",24.676369199574793,46.74407368963393,Moderate,1.0,2,1,,
الفوال السوداني,Falafel Restaurant,"الرياض 12837, المملكة العربية السعودية",24.677069,46.74522,Cheap,0.0,0,0,,
مطعم إكسبرز البخاري EXPREZ,Afghan Restaurant,المملكة العربية السعودية,24.676620533246865,46.74335119305115,Moderate,2.0,2,0,,
فلافل روابي الشام,Falafel Restaurant,المملكة العربية السعودية,24.67513256090401,46.746850439997736,Cheap,0.0,2,0,,
فوال الجابية,Breakfast Spot,"الملز (شارع جرير), الرياض, المملكة العربية السعودية",24.67301625587953,46.74514564817858,Cheap,0.0,0,0,,
واحد كشري,African Restaurant,المملكة العربية السعودية,24.674037,46.748346999999995,Moderate,0.0,1,0,,
الميرلاند || Merryland,Middle Eastern Restaurant,المملكة العربية السعودية,24.672896991312882,46.75527746533356,Moderate,26.0,5,12,7.2,36.0
مطعم الشيف شهوان,Restaurant,"شارع جرير, الرياض 12837, المملكة العربية السعودية",24.673513,46.753324,Moderate,0.0,0,0,,
بوفيه منير,Buffet,"الرياض 12837, المملكة العربية السعودية",24.673482,46.754756,,0.0,1,0,,
Meryland,Mediterranean Restaurant,المملكة العربية السعودية,24.67287381877717,46.755394161097705,Moderate,7.0,0,3,,
Rayyan Restaurant,Mediterranean Restaurant,"الرياض, المملكة العربية السعودية",24.674232,46.751059999999995,Moderate,0.0,0,1,,
مطاعم الميريلاند,"Austrian Restaurant, Lebanese Restaurant","الملز شارع جرير, الرياض, المملكة العربية السعودية",24.672659,46.755455,,2.0,0,1,,
مطاعم ومطابخ الربوة,Restaurant,"حي الربوة - شارع أبو عبيدة (مخرج ١٥), الرياض, المملكة العربية السعودية",24.67702916649045,46.75562087997222,Moderate,3.0,1,0,,
ادور احد,Afghan Restaurant,"الرياض 12837, المملكة العربية السعودية",24.673496,46.757257,Moderate,0.0,0,0,,
حلوياتكم Halawuyathkom,Dessert Shop,"40 St, الرياض, المملكة العربية السعودية",24.67466852842791,46.76902745327752,Cheap,0.0,3,1,,
سيارة ايسكريم (ممشى طريق النهضة),Food Truck,"الرياض, المملكة العربية السعودية",24.67597932271626,46.77088424818668,Cheap,1.0,0,0,,
HERFY (هرفي),"Fast Food Restaurant, Burger Joint","Salaah elddin. Exit 15 (Prince Met'eb Bin Abdulaziz Street), الرياض, المملكة العربية السعودية",24.676749567520666,46.77030444816978,Cheap,48.0,20,7,7.1,70.0
Al-Rabwah Kitchens مطابخ الربوة,Restaurant,المملكة العربية السعودية,24.676965531840683,46.770503820073735,Moderate,35.0,17,11,8.1,43.0
So Soufflé,Café,المملكة العربية السعودية,24.675744,46.77386,Cheap,0.0,0,0,,
خبز تميس وفوال,Middle Eastern Restaurant,المملكة العربية السعودية,24.673527,46.778655,Moderate,0.0,1,0,,
Half Million,Coffee Shop,"5065 Eastern Ring Branch Rd, 8232، Riyadh 12853 5065 (Eastern Ring Road), الرياض 12853, المملكة العربية السعودية",24.674153,46.778784,Cheap,128.0,1393,17,8.8,155.0
Signature,Juice Bar,"Eastern Ring Road Exit 15, الرياض 14251, المملكة العربية السعودية",24.67420010869461,46.778703737718,Cheap,118.0,433,19,9.2,135.0
dr.CAFE COFFEE (د. كيف),"Coffee Shop, Café, Sandwich Place","Saaniya Mall (Exit 15), الرياض, المملكة العربية السعودية",24.674626847418555,46.78009464373533,Cheap,555.0,367,397,8.4,712.0
Burgerizzr,Burger Joint,"الرياض 14251, المملكة العربية السعودية",24.674826,46.779923,Cheap,1.0,2,1,7.3,2.0
حنيني - طريق الأمير تركي بن عبدالعزيز الأول,Food Truck,"الرياض 12362, المملكة العربية السعودية",24.67235313569305,46.78291491768344,Cheap,1.0,7,1,,
C,Café,"الرياض 12853, المملكة العربية السعودية",24.674319,46.778663,Cheap,0.0,0,0,,
AMO HAMZA (عمو حمزة),"Middle Eastern Restaurant, Seafood Restaurant","شارع الوشم مقابل مصنع الكعكي ( سابقا ), المملكة العربية السعودية",24.672287054359444,46.7814877199374,Moderate,1.0,3,1,,
Mena Restaurant,Middle Eastern Restaurant,"Shaza Hotel, الرياض 14251, المملكة العربية السعودية",24.676135000000002,46.779731,Moderate,1.0,9,0,,
Bistro Oraganic Cafe & More,"Café, Lounge","Shaza Hotel Residences Riyadh (Al Jazeerah), الرياض 14251, المملكة العربية السعودية",24.675539999999998,46.779793,Cheap,5.0,21,6,,
Dr.caf Cafi,Truck Stop,"الرياض 14251, المملكة العربية السعودية",24.67449,46.779994,,1.0,0,0,,
Torta and more (تورتا اند مور),Bakery,المملكة العربية السعودية,24.67350355222007,46.78563710253911,Cheap,0.0,1,0,,
Fruit Twig,Juice Bar,"Sharq Plaza, المملكة العربية السعودية",24.676637395797144,46.78314648670097,Cheap,4.0,7,1,,
وردة مساء للمشويات,Turkish Restaurant,"شارع هارون الرشيد, المملكة العربية السعودية",24.674557993770453,46.80452631766718,Moderate,3.0,3,1,,
Al Masa Flower Resturent,Kebab Restaurant,"الرياض, المملكة العربية السعودية",24.672403,46.804970000000004,,4.0,0,2,,
Turkish Restaurant BBQ & Grill Chicken,Turkish Restaurant,"Al Sulay (Haroon Rasheed St.), Riyadh, المملكة العربية السعودية",24.672673618941822,46.803287618332384,Moderate,2.0,2,0,,
مطعم بيبو للبيتزا والذرة,Pizza Place,"ايتء (يىءىء), سىىء, المملكة العربية السعودية",24.67728246138152,46.80177001681182,Cheap,2.0,0,0,,
مقهى الامبراطور,Café,المملكة العربية السعودية,24.676855,46.80173,Cheap,5.0,6,0,,
مطاعم القلعة اللبنانية,Middle Eastern Restaurant,المملكة العربية السعودية,24.675568002952648,46.811126924264784,Moderate,1.0,3,0,,
مخبز وفوال الخليفة,Afghan Restaurant,المملكة العربية السعودية,24.676195,46.81278,Moderate,11.0,7,2,7.4,15.0
دنيا عدن,Breakfast Spot,"الرياض 14254, المملكة العربية السعودية",24.67311,46.8168,Cheap,1.0,3,1,,
بيت الشواية,Restaurant,"الرياض 14254, المملكة العربية السعودية",24.673403,46.817413,Moderate,0.0,1,0,,
بوفيه الشرابية,Fast Food Restaurant,المملكة العربية السعودية,24.67690016007448,46.81403033042529,Cheap,1.0,1,0,,
ماما لين,Middle Eastern Restaurant,"Al fanous st, الرياض 14254, المملكة العربية السعودية",24.676343,46.812870000000004,Moderate,0.0,0,0,,
بيت امي منيره,Afghan Restaurant,المملكة العربية السعودية,24.67330178900745,46.81684405148878,Moderate,2.0,3,0,,
Shawaya House,Middle Eastern Restaurant,المملكة العربية السعودية,24.673298280388106,46.81737993328769,Moderate,8.0,4,2,6.0,13.0
اهلين,Afghan Restaurant,"الرياض 14254, المملكة العربية السعودية",24.677297,46.812897,Moderate,0.0,0,0,,
المكان اللي اوتزب به,American Restaurant,المملكة العربية السعودية,24.673493254278878,46.81793175049953,Moderate,2.0,1,0,,
بوفية كبدة,Breakfast Spot,"الرياض, المملكة العربية السعودية",24.676906300540104,46.81173218079203,Cheap,1.0,1,0,,
قهوة مزاج,Café,المملكة العربية السعودية,24.676282768449717,46.81614415324179,Cheap,5.0,17,0,,
مزاج مغربي,Tea Room,"حي الفيحاء (شارع ابو عبيده عامر الجراح), الرياض 14254, المملكة العربية السعودية",24.67630394336682,46.823128333385505,Moderate,11.0,4,0,8.3,12.0
Cairokee Coffee,Coffee Shop,"الرياض 14263, المملكة العربية السعودية",24.676629000000002,46.825967999999996,Cheap,6.0,7,1,,
فوال الجزيره,Breakfast Spot,"الرياض, المملكة العربية السعودية",24.676821,46.82673,Cheap,0.0,1,0,,
Shaheen’s Salon,Diner,"Riyadh (Tulaiha Bin Khoyled), الرياض 14267, المملكة العربية السعودية",24.676289,46.853355,Cheap,6.0,109,3,,
جبر خاطر,Café,"شارع طلحه (شارع طلحه), الرياض 14267, المملكة العربية السعودية",24.676363000000002,46.853031,Cheap,4.0,1,9,,
ايس كريم البرنس,Ice Cream Shop,"الرياض 12546, المملكة العربية السعودية",24.68121,46.558001000000004,Cheap,0.0,0,0,,
سيارة ايسكريم عرقة,Ice Cream Shop,"الرياض 12546, المملكة العربية السعودية",24.681991,46.561483,Cheap,0.0,3,0,,
ماكدونالز,Burger Joint,المملكة العربية السعودية,24.677250181766013,46.578136030980616,Cheap,3.0,2,0,,
مطاعم كنوز الطائف البخاري,Afghan Restaurant,"الرياض 12533, المملكة العربية السعودية",24.67861700000001,46.589895,Moderate,0.0,0,0,,
حلاق صايدين الجو,Cafeteria,"الرياض 12543, المملكة العربية السعودية",24.681974,46.58371500000001,,1.0,0,0,,
Herfy (هرفي),"Burger Joint, Fast Food Restaurant","عرقه (عرقه), الرياض, المملكة العربية السعودية",24.67785923290381,46.58818557799765,Cheap,4.0,1,0,,
Frenchè,French Restaurant,"الرياض, المملكة العربية السعودية",24.681046100849773,46.61488910312432,Expensive,2.0,1,0,,
اهلين,Afghan Restaurant,"الرياض 12523, المملكة العربية السعودية",24.679086,46.619785,Moderate,0.0,0,0,,
JOLT,Coffee Shop,"AL-Kindi Square, الرياض 12512, المملكة العربية السعودية",24.678991,46.622823,Cheap,221.0,2787,26,8.2,283.0
Eggs & Flour,"Restaurant, Café","7320 Amr Aldamri St, Al Safarat, الرياض 12512, المملكة العربية السعودية",24.67908431003228,46.62348851684075,Moderate,185.0,500,83,7.7,270.0
Serge Milano,Café,"الرياض 12523, المملكة العربية السعودية",24.677385,46.621339,Cheap,13.0,75,1,7.3,17.0
Press’d Juicery + Kitchen,"Juice Bar, Breakfast Spot, Vegetarian / Vegan Restaurant","Diplomatic Quarter, الرياض 12523, المملكة العربية السعودية",24.68169,46.621319,Cheap,0.0,1,0,,
